"Study","Disorder","Analysis","Fold","Repeat","Balanced Accuracy","group_var"
"UCLA_CNP","SCZ","Univariate_Combo",8,5,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,6,60,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,7,65.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,8,60.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,9,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,10,65.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,1,36.4,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,2,55.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,3,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,4,45.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,5,50.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,6,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,7,70.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,8,80,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,9,50.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",9,10,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,1,90,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,2,80.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,3,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,4,65.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,5,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,6,65.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,7,46.4,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,8,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,9,80.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",10,10,85.5,"Combo"
"UCLA_CNP","SCZ","catch25_feature",1,1,67.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,2,68.3,"DFA rs_range"
"UCLA_CNP","SCZ","catch25_feature",1,3,49.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,4,55,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,5,71.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,6,63.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,7,67.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,8,83.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,9,63.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",1,10,57.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,1,65.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,2,51.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,3,46.7,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",2,4,81.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,5,51.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,6,57.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,7,51.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,8,43.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",2,9,56.7,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",2,10,63.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",3,1,70,"DFA"
"UCLA_CNP","SCZ","catch25_feature",3,2,57.5,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,3,29.2,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,4,50.8,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,5,77.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",3,6,43.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,7,71.7,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,8,53.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",3,9,65.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",3,10,47.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,1,59.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,2,61.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,3,51.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,4,67.5,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",4,5,69.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,6,67.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,7,65.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,8,45,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",4,9,75.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",4,10,67.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,1,79.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,2,45.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,3,58.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",5,4,54.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,5,25,"whiten_timescale"
"UCLA_CNP","SCZ","catch25_feature",5,6,66.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,7,54.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,8,62.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,9,62.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",5,10,66.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,1,37.5,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",6,2,83.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,3,45.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,4,70.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,5,62.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,6,41.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,7,33.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,8,79.2,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,9,66.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",6,10,58.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",7,1,60.9,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,2,37.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",7,3,71.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,4,56.4,"DFA rs_range"
"UCLA_CNP","SCZ","catch25_feature",7,5,61.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,6,95.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,7,57.3,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,8,80,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,9,66.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",7,10,65.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,1,61.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,2,55.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,3,51.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,4,52.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,5,66.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,6,61.8,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",8,7,37.3,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",8,8,32.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,9,46.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",8,10,56.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",9,1,61.8,"DFA rs_range"
"UCLA_CNP","SCZ","catch25_feature",9,2,61.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",9,3,70.9,"DFA"
"UCLA_CNP","SCZ","catch25_feature",9,4,41.8,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",9,5,31.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",9,6,60.9,"rs_range"
"UCLA_CNP","SCZ","catch25_feature",9,7,60.9,"ACF_first_min"
"UCLA_CNP","SCZ","catch25_feature",9,8,50.9,"DFA"
"UCLA_CNP","SCZ","catch25_feature",9,9,51.8,"centroid_freq"
"UCLA_CNP","SCZ","catch25_feature",9,10,90.9,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,1,51.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,2,42.7,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,3,66.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,4,55.5,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,5,100,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,6,56.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,7,51.8,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,8,46.4,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,9,70.9,"DFA"
"UCLA_CNP","SCZ","catch25_feature",10,10,51.8,"periodicity"
"UCLA_CNP","ADHD","SPI",2,2,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,3,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,4,45.8,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",2,5,25,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,6,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,7,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,8,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,9,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,10,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",2,11,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,2,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,3,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,4,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,5,33.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,6,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,7,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,8,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,9,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,10,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",3,11,79.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,2,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,3,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,4,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,5,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,6,45.8,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",4,7,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,8,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,9,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",4,10,29.2,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",4,11,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",5,2,41.7,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",5,3,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,4,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,5,41.7,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",5,6,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,7,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,8,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,9,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,10,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",5,11,58.3,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",6,2,29.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,3,43.8,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean te_kraskov_NN-4_DCE_k-max-10_tau-max-4"
"UCLA_CNP","ADHD","SPI",6,4,29.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,5,66.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,6,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,7,66.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,8,50,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",6,9,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,10,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",6,11,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,2,25,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,3,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,4,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,5,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,6,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,7,25,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,8,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,9,29.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",7,10,50,"sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",7,11,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",8,2,44.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",8,3,70.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",8,4,22.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",8,5,40.9,"pec"
"UCLA_CNP","ADHD","SPI",8,6,45.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",8,7,36.4,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",8,8,47,"phi_star_t-1_norm-0 coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 te_kraskov_NN-4_DCE_k-max-10_tau-max-4"
"UCLA_CNP","ADHD","SPI",8,9,44.3,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",8,10,43.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5 psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",8,11,45.5,"pec"
"UCLA_CNP","ADHD","SPI",9,2,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,3,36.4,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",9,4,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,5,48.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,6,36.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,7,56.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,8,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,9,40.9,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",9,10,75,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",9,11,58,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,2,49.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",10,3,36.4,"pec"
"UCLA_CNP","ADHD","SPI",10,4,56.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,5,36.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,6,58,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,7,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,8,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",10,9,36.4,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",10,10,62.5,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",10,11,40.9,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",11,2,73.9,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",11,3,50,"pec"
"UCLA_CNP","ADHD","SPI",11,4,50,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",11,5,65.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",11,6,44.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI",11,7,33.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",11,8,49.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10 dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI",11,9,50,"sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI",11,10,48.9,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","ADHD","SPI",11,11,36.4,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"ABIDE","ASD","SPI",2,2,68.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,3,63.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,4,64.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,5,61.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,6,57.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,7,53.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,8,55.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,9,70.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,10,63.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",2,11,65.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,2,64.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,3,64.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,4,65.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,5,57,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,6,67.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,7,56.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,8,63.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,9,59.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,10,56.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",3,11,62.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,2,59.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,3,60.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,4,52.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,5,64.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,6,61.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,7,57.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,8,63.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,9,59.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,10,59.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",4,11,59.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,2,58.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,3,51,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,4,55.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,5,54.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,6,61.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,7,60.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,8,57.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,9,57.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,10,50.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",5,11,60.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,2,59.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,3,58.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,4,54.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,5,54.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,6,56.1,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI",6,7,53.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,8,57.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,9,57.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,10,59.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",6,11,50.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,2,52.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,3,61,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,4,59.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,5,60.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,6,63.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,7,63.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,8,53.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,9,57.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,10,60.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",7,11,59.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,2,57.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,3,55.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,4,62.6,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,5,57.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,6,60.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,7,61.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,8,63.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,9,55.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,10,59.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",8,11,52.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,2,66.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,3,58.4,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,4,61.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,5,58.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,6,62.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,7,54.3,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI",9,8,63.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,9,61.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,10,67.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",9,11,56.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,2,59.4,"phi_star_t-1_norm-0"
"ABIDE","ASD","SPI",10,3,55.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,4,51.1,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,5,63.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,6,57.9,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,7,63.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,8,67.5,"cov_EmpiricalCovariance"
